verse_id,volume_title,verse_title,word_count,verse_count
32745,"Book of Mormon","Omni 1",1398,30
32775,"Book of Mormon","Words of Mormon 1",856,18
32793,"Book of Mormon","Mosiah 1",966,18
32811,"Book of Mormon","Mosiah 2",2107,41
32852,"Book of Mormon","Mosiah 3",1117,27
32879,"Book of Mormon","Mosiah 4",1601,30
32909,"Book of Mormon","Mosiah 5",739,15
32924,"Book of Mormon","Mosiah 6",307,7
32931,"Book of Mormon","Mosiah 7",1548,33
32964,"Book of Mormon","Mosiah 8",937,21
32985,"Book of Mormon","Mosiah 9",858,19
33004,"Book of Mormon","Mosiah 10",953,22
33026,"Book of Mormon","Mosiah 11",1268,29
33055,"Book of Mormon","Mosiah 12",1289,37
33092,"Book of Mormon","Mosiah 13",1065,35
33127,"Book of Mormon","Mosiah 14",391,12
33139,"Book of Mormon","Mosiah 15",1055,31
33170,"Book of Mormon","Mosiah 16",560,15
33185,"Book of Mormon","Mosiah 17",650,20
33205,"Book of Mormon","Mosiah 18",1380,35
33240,"Book of Mormon","Mosiah 19",978,29
33269,"Book of Mormon","Mosiah 20",961,26
33295,"Book of Mormon","Mosiah 21",1328,36
33331,"Book of Mormon","Mosiah 22",619,16
33347,"Book of Mormon","Mosiah 23",1185,39
33386,"Book of Mormon","Mosiah 24",949,25
33411,"Book of Mormon","Mosiah 25",837,24
33435,"Book of Mormon","Mosiah 26",1199,39
33474,"Book of Mormon","Mosiah 27",1598,37
33511,"Book of Mormon","Mosiah 28",812,20
33531,"Book of Mormon","Mosiah 29",1874,47
33578,"Book of Mormon","Alma 1",1493,33
33611,"Book of Mormon","Alma 2",1434,38
33649,"Book of Mormon","Alma 3",1014,27
33676,"Book of Mormon","Alma 4",1028,20
33696,"Book of Mormon","Alma 5",2782,62
33758,"Book of Mormon","Alma 6",388,8
33766,"Book of Mormon","Alma 7",1439,27
33793,"Book of Mormon","Alma 8",1229,32
33825,"Book of Mormon","Alma 9",1505,34
33859,"Book of Mormon","Alma 10",1440,32
33891,"Book of Mormon","Alma 11",1461,46
33937,"Book of Mormon","Alma 12",1857,37
33974,"Book of Mormon","Alma 13",1343,31
34005,"Book of Mormon","Alma 14",1525,29
34034,"Book of Mormon","Alma 15",710,19
34053,"Book of Mormon","Alma 16",1007,21
34074,"Book of Mormon","Alma 17",1845,39
34113,"Book of Mormon","Alma 18",1621,43
34156,"Book of Mormon","Alma 19",1698,36
34192,"Book of Mormon","Alma 20",1278,30
34222,"Book of Mormon","Alma 21",954,23
34245,"Book of Mormon","Alma 22",1864,35
34280,"Book of Mormon","Alma 23",761,18
34298,"Book of Mormon","Alma 24",1497,30
34328,"Book of Mormon","Alma 25",748,17
34345,"Book of Mormon","Alma 26",1662,37
34382,"Book of Mormon","Alma 27",1252,30
34412,"Book of Mormon","Alma 28",573,14
34426,"Book of Mormon","Alma 29",708,17
34443,"Book of Mormon","Alma 30",2656,60
34503,"Book of Mormon","Alma 31",1473,38
34541,"Book of Mormon","Alma 32",1830,43
34584,"Book of Mormon","Alma 33",855,23
34607,"Book of Mormon","Alma 34",1574,41
34648,"Book of Mormon","Alma 35",699,16
34664,"Book of Mormon","Alma 36",1226,30
34694,"Book of Mormon","Alma 37",2024,47
34741,"Book of Mormon","Alma 38",648,15
34756,"Book of Mormon","Alma 39",793,19
34775,"Book of Mormon","Alma 40",1146,26
34801,"Book of Mormon","Alma 41",698,15
34816,"Book of Mormon","Alma 42",1222,31
34847,"Book of Mormon","Alma 43",2209,54
34901,"Book of Mormon","Alma 44",1241,24
34925,"Book of Mormon","Alma 45",910,24
34949,"Book of Mormon","Alma 46",1800,41
34990,"Book of Mormon","Alma 47",1575,36
35026,"Book of Mormon","Alma 48",1072,25
35051,"Book of Mormon","Alma 49",1344,30
35081,"Book of Mormon","Alma 50",1731,40
35121,"Book of Mormon","Alma 51",1674,37
35158,"Book of Mormon","Alma 52",1755,40
35198,"Book of Mormon","Alma 53",1083,23
35221,"Book of Mormon","Alma 54",988,24
35245,"Book of Mormon","Alma 55",1217,35
35280,"Book of Mormon","Alma 56",2175,57
35337,"Book of Mormon","Alma 57",1515,36
35373,"Book of Mormon","Alma 58",1746,41
35414,"Book of Mormon","Alma 59",489,13
35427,"Book of Mormon","Alma 60",1772,36
35463,"Book of Mormon","Alma 61",852,21
35484,"Book of Mormon","Alma 62",2214,52
35536,"Book of Mormon","Alma 63",622,17
35553,"Book of Mormon","Helaman 1",1411,34
35587,"Book of Mormon","Helaman 2",591,14
35601,"Book of Mormon","Helaman 3",1524,37
35638,"Book of Mormon","Helaman 4",1073,26
35664,"Book of Mormon","Helaman 5",2081,52
35716,"Book of Mormon","Helaman 6",1801,41
35757,"Book of Mormon","Helaman 7",1140,29
35786,"Book of Mormon","Helaman 8",1208,28
35814,"Book of Mormon","Helaman 9",1474,41
35855,"Book of Mormon","Helaman 10",718,19
35874,"Book of Mormon","Helaman 11",1561,38
35912,"Book of Mormon","Helaman 12",855,26
35938,"Book of Mormon","Helaman 13",1853,39
35977,"Book of Mormon","Helaman 14",1240,31
36008,"Book of Mormon","Helaman 15",824,17
36025,"Book of Mormon","Helaman 16",1025,25
36050,"Book of Mormon","3 Nephi 1",1339,30
36080,"Book of Mormon","3 Nephi 2",769,19
36099,"Book of Mormon","3 Nephi 3",1352,26
36125,"Book of Mormon","3 Nephi 4",1514,33
36158,"Book of Mormon","3 Nephi 5",931,26
36184,"Book of Mormon","3 Nephi 6",1197,30
36214,"Book of Mormon","3 Nephi 7",1127,26
36240,"Book of Mormon","3 Nephi 8",868,25
36265,"Book of Mormon","3 Nephi 9",965,22
36287,"Book of Mormon","3 Nephi 10",807,19
36306,"Book of Mormon","3 Nephi 11",1432,41
36347,"Book of Mormon","3 Nephi 12",1295,48
36395,"Book of Mormon","3 Nephi 13",834,34
36429,"Book of Mormon","3 Nephi 14",624,27
36456,"Book of Mormon","3 Nephi 15",730,24
36480,"Book of Mormon","3 Nephi 16",911,20
36500,"Book of Mormon","3 Nephi 17",879,25
36525,"Book of Mormon","3 Nephi 18",1343,39
36564,"Book of Mormon","3 Nephi 19",1228,36
36600,"Book of Mormon","3 Nephi 20",1534,46
36646,"Book of Mormon","3 Nephi 21",1152,29
36675,"Book of Mormon","3 Nephi 22",506,17
36692,"Book of Mormon","3 Nephi 23",415,14
36706,"Book of Mormon","3 Nephi 24",617,18
36724,"Book of Mormon","3 Nephi 25",183,6
36730,"Book of Mormon","3 Nephi 26",791,21
36751,"Book of Mormon","3 Nephi 27",1286,33
36784,"Book of Mormon","3 Nephi 28",1452,40
36824,"Book of Mormon","3 Nephi 29",394,9
36833,"Book of Mormon","3 Nephi 30",130,2
36835,"Book of Mormon","4 Nephi 1",1946,49
36884,"Book of Mormon","Mormon 1",705,19
36903,"Book of Mormon","Mormon 2",1261,29
36932,"Book of Mormon","Mormon 3",936,22
36954,"Book of Mormon","Mormon 4",822,23
36977,"Book of Mormon","Mormon 5",1064,24
37001,"Book of Mormon","Mormon 6",913,22
37023,"Book of Mormon","Mormon 7",453,10
37033,"Book of Mormon","Mormon 8",1715,41
37074,"Book of Mormon","Mormon 9",1558,37
37111,"Book of Mormon","Ether 1",901,43
37154,"Book of Mormon","Ether 2",1369,25
37179,"Book of Mormon","Ether 3",1252,28
37207,"Book of Mormon","Ether 4",890,19
37226,"Book of Mormon","Ether 5",225,6
37232,"Book of Mormon","Ether 6",1047,30
37262,"Book of Mormon","Ether 7",912,27
37289,"Book of Mormon","Ether 8",1230,26
37315,"Book of Mormon","Ether 9",1419,35
37350,"Book of Mormon","Ether 10",1411,34
37384,"Book of Mormon","Ether 11",762,23
37407,"Book of Mormon","Ether 12",1533,41
37448,"Book of Mormon","Ether 13",1219,31
37479,"Book of Mormon","Ether 14",1131,31
37510,"Book of Mormon","Ether 15",1312,34
37544,"Book of Mormon","Moroni 1",147,4
37548,"Book of Mormon","Moroni 2",119,3
37551,"Book of Mormon","Moroni 3",120,4
37555,"Book of Mormon","Moroni 4",153,3
37558,"Book of Mormon","Moroni 5",90,2
37560,"Book of Mormon","Moroni 6",335,9
37569,"Book of Mormon","Moroni 7",1929,48
37617,"Book of Mormon","Moroni 8",1062,30
37647,"Book of Mormon","Moroni 9",1011,26
37673,"Book of Mormon","Moroni 10",1148,34
37707,"Doctrine and Covenants","Doctrine and Covenants 1",1070,39
37746,"Doctrine and Covenants","Doctrine and Covenants 2",69,3
37749,"Doctrine and Covenants","Doctrine and Covenants 3",608,20
37769,"Doctrine and Covenants","Doctrine and Covenants 4",145,7
37776,"Doctrine and Covenants","Doctrine and Covenants 5",1136,35
37811,"Doctrine and Covenants","Doctrine and Covenants 6",1102,37
37848,"Doctrine and Covenants","Doctrine and Covenants 7",252,8
37856,"Doctrine and Covenants","Doctrine and Covenants 8",389,12
37868,"Doctrine and Covenants","Doctrine and Covenants 9",396,14
37882,"Doctrine and Covenants","Doctrine and Covenants 10",1928,70
37952,"Doctrine and Covenants","Doctrine and Covenants 11",787,30
37982,"Doctrine and Covenants","Doctrine and Covenants 12",232,9
37991,"Doctrine and Covenants","Doctrine and Covenants 13",66,1
37992,"Doctrine and Covenants","Doctrine and Covenants 14",302,11
38003,"Doctrine and Covenants","Doctrine and Covenants 15",139,6
38009,"Doctrine and Covenants","Doctrine and Covenants 16",140,6
38015,"Doctrine and Covenants","Doctrine and Covenants 17",311,9
38024,"Doctrine and Covenants","Doctrine and Covenants 18",1125,47
38071,"Doctrine and Covenants","Doctrine and Covenants 19",988,41
38112,"Doctrine and Covenants","Doctrine and Covenants 20",2388,84
38196,"Doctrine and Covenants","Doctrine and Covenants 21",400,12
38208,"Doctrine and Covenants","Doctrine and Covenants 22",117,4
38212,"Doctrine and Covenants","Doctrine and Covenants 23",258,7
38219,"Doctrine and Covenants","Doctrine and Covenants 24",609,19
38238,"Doctrine and Covenants","Doctrine and Covenants 25",445,16
38254,"Doctrine and Covenants","Doctrine and Covenants 26",91,2
38256,"Doctrine and Covenants","Doctrine and Covenants 27",648,18
38274,"Doctrine and Covenants","Doctrine and Covenants 28",470,16
38290,"Doctrine and Covenants","Doctrine and Covenants 29",1689,50
38340,"Doctrine and Covenants","Doctrine and Covenants 30",370,11
38351,"Doctrine and Covenants","Doctrine and Covenants 31",340,13
38364,"Doctrine and Covenants","Doctrine and Covenants 32",145,5
38369,"Doctrine and Covenants","Doctrine and Covenants 33",505,18
38387,"Doctrine and Covenants","Doctrine and Covenants 34",269,12
38399,"Doctrine and Covenants","Doctrine and Covenants 35",840,27
38426,"Doctrine and Covenants","Doctrine and Covenants 36",230,8
38434,"Doctrine and Covenants","Doctrine and Covenants 37",131,4
38438,"Doctrine and Covenants","Doctrine and Covenants 38",1290,42
38480,"Doctrine and Covenants","Doctrine and Covenants 39",663,24
38504,"Doctrine and Covenants","Doctrine and Covenants 40",77,3
38507,"Doctrine and Covenants","Doctrine and Covenants 41",376,12
38519,"Doctrine and Covenants","Doctrine and Covenants 42",2623,93
38612,"Doctrine and Covenants","Doctrine and Covenants 43",1106,35
38647,"Doctrine and Covenants","Doctrine and Covenants 44",199,6
38653,"Doctrine and Covenants","Doctrine and Covenants 45",2171,75
38728,"Doctrine and Covenants","Doctrine and Covenants 46",842,33
38761,"Doctrine and Covenants","Doctrine and Covenants 47",111,4
38765,"Doctrine and Covenants","Doctrine and Covenants 48",233,6
38771,"Doctrine and Covenants","Doctrine and Covenants 49",826,28
38799,"Doctrine and Covenants","Doctrine and Covenants 50",1155,46
38845,"Doctrine and Covenants","Doctrine and Covenants 51",574,20
38865,"Doctrine and Covenants","Doctrine and Covenants 52",1047,44
38909,"Doctrine and Covenants","Doctrine and Covenants 53",211,7
38916,"Doctrine and Covenants","Doctrine and Covenants 54",255,10
38926,"Doctrine and Covenants","Doctrine and Covenants 55",238,6
38932,"Doctrine and Covenants","Doctrine and Covenants 56",665,20
38952,"Doctrine and Covenants","Doctrine and Covenants 57",557,16
38968,"Doctrine and Covenants","Doctrine and Covenants 58",1773,65
39033,"Doctrine and Covenants","Doctrine and Covenants 59",647,24
39057,"Doctrine and Covenants","Doctrine and Covenants 60",524,17
39074,"Doctrine and Covenants","Doctrine and Covenants 61",1083,39
39113,"Doctrine and Covenants","Doctrine and Covenants 62",277,9
39122,"Doctrine and Covenants","Doctrine and Covenants 63",1804,66
39188,"Doctrine and Covenants","Doctrine and Covenants 64",1183,43
39231,"Doctrine and Covenants","Doctrine and Covenants 65",238,6
39237,"Doctrine and Covenants","Doctrine and Covenants 66",420,13
39250,"Doctrine and Covenants","Doctrine and Covenants 67",429,14
39264,"Doctrine and Covenants","Doctrine and Covenants 68",1027,35
39299,"Doctrine and Covenants","Doctrine and Covenants 69",221,8
39307,"Doctrine and Covenants","Doctrine and Covenants 70",482,18
39325,"Doctrine and Covenants","Doctrine and Covenants 71",258,11
39336,"Doctrine and Covenants","Doctrine and Covenants 72",773,26
39362,"Doctrine and Covenants","Doctrine and Covenants 73",141,6
39368,"Doctrine and Covenants","Doctrine and Covenants 74",225,7
39375,"Doctrine and Covenants","Doctrine and Covenants 75",897,36
39411,"Doctrine and Covenants","Doctrine and Covenants 76",2875,119
39530,"Doctrine and Covenants","Doctrine and Covenants 77",1021,15
39545,"Doctrine and Covenants","Doctrine and Covenants 78",658,22
39567,"Doctrine and Covenants","Doctrine and Covenants 79",106,4
39571,"Doctrine and Covenants","Doctrine and Covenants 80",112,5
39576,"Doctrine and Covenants","Doctrine and Covenants 81",233,7
39583,"Doctrine and Covenants","Doctrine and Covenants 82",717,24
39607,"Doctrine and Covenants","Doctrine and Covenants 83",153,6
39613,"Doctrine and Covenants","Doctrine and Covenants 84",3115,120
39733,"Doctrine and Covenants","Doctrine and Covenants 85",479,12
39745,"Doctrine and Covenants","Doctrine and Covenants 86",334,11
39756,"Doctrine and Covenants","Doctrine and Covenants 87",293,8
39764,"Doctrine and Covenants","Doctrine and Covenants 88",4421,141
39905,"Doctrine and Covenants","Doctrine and Covenants 89",562,21
39926,"Doctrine and Covenants","Doctrine and Covenants 90",1007,37
39963,"Doctrine and Covenants","Doctrine and Covenants 91",102,6
39969,"Doctrine and Covenants","Doctrine and Covenants 92",82,2
39971,"Doctrine and Covenants","Doctrine and Covenants 93",1336,53
40024,"Doctrine and Covenants","Doctrine and Covenants 94",474,17
40041,"Doctrine and Covenants","Doctrine and Covenants 95",531,17
40058,"Doctrine and Covenants","Doctrine and Covenants 96",302,9
40067,"Doctrine and Covenants","Doctrine and Covenants 97",851,28
40095,"Doctrine and Covenants","Doctrine and Covenants 98",1386,48
40143,"Doctrine and Covenants","Doctrine and Covenants 99",220,8
40151,"Doctrine and Covenants","Doctrine and Covenants 100",443,17
40168,"Doctrine and Covenants","Doctrine and Covenants 101",2710,101
40269,"Doctrine and Covenants","Doctrine and Covenants 102",1268,34
40303,"Doctrine and Covenants","Doctrine and Covenants 103",1156,40
40343,"Doctrine and Covenants","Doctrine and Covenants 104",2551,86
40429,"Doctrine and Covenants","Doctrine and Covenants 105",1240,41
40470,"Doctrine and Covenants","Doctrine and Covenants 106",252,8
40478,"Doctrine and Covenants","Doctrine and Covenants 107",2925,100
40578,"Doctrine and Covenants","Doctrine and Covenants 108",199,8
40586,"Doctrine and Covenants","Doctrine and Covenants 109",2570,80
40666,"Doctrine and Covenants","Doctrine and Covenants 110",475,16
40682,"Doctrine and Covenants","Doctrine and Covenants 111",255,11
40693,"Doctrine and Covenants","Doctrine and Covenants 112",1073,34
40727,"Doctrine and Covenants","Doctrine and Covenants 113",333,10
40737,"Doctrine and Covenants","Doctrine and Covenants 114",95,2
40739,"Doctrine and Covenants","Doctrine and Covenants 115",520,19
40758,"Doctrine and Covenants","Doctrine and Covenants 116",37,1
40759,"Doctrine and Covenants","Doctrine and Covenants 117",528,16
40775,"Doctrine and Covenants","Doctrine and Covenants 118",196,6
40781,"Doctrine and Covenants","Doctrine and Covenants 119",217,7
40788,"Doctrine and Covenants","Doctrine and Covenants 120",52,1
40789,"Doctrine and Covenants","Doctrine and Covenants 121",1342,46
40835,"Doctrine and Covenants","Doctrine and Covenants 122",432,9
40844,"Doctrine and Covenants","Doctrine and Covenants 123",646,17
40861,"Doctrine and Covenants","Doctrine and Covenants 124",5445,145
41006,"Doctrine and Covenants","Doctrine and Covenants 125",176,4
41010,"Doctrine and Covenants","Doctrine and Covenants 126",74,3
41013,"Doctrine and Covenants","Doctrine and Covenants 127",741,12
41025,"Doctrine and Covenants","Doctrine and Covenants 128",2455,25
41050,"Doctrine and Covenants","Doctrine and Covenants 129",206,9
41059,"Doctrine and Covenants","Doctrine and Covenants 130",649,23
41082,"Doctrine and Covenants","Doctrine and Covenants 131",154,8
41090,"Doctrine and Covenants","Doctrine and Covenants 132",3264,66
41156,"Doctrine and Covenants","Doctrine and Covenants 133",2011,74
41230,"Doctrine and Covenants","Doctrine and Covenants 134",885,12
41242,"Doctrine and Covenants","Doctrine and Covenants 135",895,7
41249,"Doctrine and Covenants","Doctrine and Covenants 136",1107,42
41291,"Doctrine and Covenants","Doctrine and Covenants 137",258,10
41301,"Doctrine and Covenants","Doctrine and Covenants 138",1858,60
41361,"Pearl of Great Price","Moses 1",1470,42
41403,"Pearl of Great Price","Moses 2",1018,31
41434,"Pearl of Great Price","Moses 3",888,25
41459,"Pearl of Great Price","Moses 4",1065,32
41491,"Pearl of Great Price","Moses 5",1960,59
41550,"Pearl of Great Price","Moses 6",2398,68
41618,"Pearl of Great Price","Moses 7",2839,69
41687,"Pearl of Great Price","Moses 8",892,30
41717,"Pearl of Great Price","Abraham 1",1374,31
41748,"Pearl of Great Price","Abraham 2",1030,25
41773,"Pearl of Great Price","Abraham 3",1242,28
41801,"Pearl of Great Price","Abraham 4",1196,31
41832,"Pearl of Great Price","Abraham 5",660,21
41853,"Pearl of Great Price","Joseph Smith--Matthew 1",1526,55
41908,"Pearl of Great Price","Joseph Smith--History 1",6391,75
41983,"Pearl of Great Price","Articles of Faith 1",397,13
