verse_id,volume_title,verse_title,word_count,verse_count
1,"Old Testament","Genesis 1",797,31
32,"Old Testament","Genesis 2",632,25
57,"Old Testament","Genesis 3",695,24
81,"Old Testament","Genesis 4",632,26
107,"Old Testament","Genesis 5",505,32
139,"Old Testament","Genesis 6",579,22
161,"Old Testament","Genesis 7",584,24
185,"Old Testament","Genesis 8",586,22
207,"Old Testament","Genesis 9",658,29
236,"Old Testament","Genesis 10",495,32
268,"Old Testament","Genesis 11",606,32
300,"Old Testament","Genesis 12",536,20
320,"Old Testament","Genesis 13",457,18
338,"Old Testament","Genesis 14",606,24
362,"Old Testament","Genesis 15",471,21
383,"Old Testament","Genesis 16",412,16
399,"Old Testament","Genesis 17",679,27
426,"Old Testament","Genesis 18",867,33
459,"Old Testament","Genesis 19",1108,38
497,"Old Testament","Genesis 20",498,18
515,"Old Testament","Genesis 21",774,34
549,"Old Testament","Genesis 22",629,24
573,"Old Testament","Genesis 23",539,20
593,"Old Testament","Genesis 24",1816,67
660,"Old Testament","Genesis 25",706,34
694,"Old Testament","Genesis 26",889,35
729,"Old Testament","Genesis 27",1262,46
775,"Old Testament","Genesis 28",621,22
797,"Old Testament","Genesis 29",830,35
832,"Old Testament","Genesis 30",1022,43
875,"Old Testament","Genesis 31",1417,55
930,"Old Testament","Genesis 32",794,32
962,"Old Testament","Genesis 33",508,20
982,"Old Testament","Genesis 34",790,31
1013,"Old Testament","Genesis 35",664,29
1042,"Old Testament","Genesis 36",845,43
1085,"Old Testament","Genesis 37",942,36
1121,"Old Testament","Genesis 38",819,30
1151,"Old Testament","Genesis 39",666,23
1174,"Old Testament","Genesis 40",580,23
1197,"Old Testament","Genesis 41",1404,57
1254,"Old Testament","Genesis 42",977,38
1292,"Old Testament","Genesis 43",938,34
1326,"Old Testament","Genesis 44",874,34
1360,"Old Testament","Genesis 45",731,28
1388,"Old Testament","Genesis 46",766,34
1422,"Old Testament","Genesis 47",965,31
1453,"Old Testament","Genesis 48",639,22
1475,"Old Testament","Genesis 49",766,33
1508,"Old Testament","Genesis 50",687,26
1534,"Old Testament","Exodus 1",457,22
1556,"Old Testament","Exodus 2",657,25
1581,"Old Testament","Exodus 3",791,22
1603,"Old Testament","Exodus 4",891,31
1634,"Old Testament","Exodus 5",594,23
1657,"Old Testament","Exodus 6",753,30
1687,"Old Testament","Exodus 7",692,25
1712,"Old Testament","Exodus 8",936,32
1744,"Old Testament","Exodus 9",982,35
1779,"Old Testament","Exodus 10",899,29
1808,"Old Testament","Exodus 11",324,10
1818,"Old Testament","Exodus 12",1493,51
1869,"Old Testament","Exodus 13",675,22
1891,"Old Testament","Exodus 14",931,31
1922,"Old Testament","Exodus 15",713,27
1949,"Old Testament","Exodus 16",1062,36
1985,"Old Testament","Exodus 17",465,16
2001,"Old Testament","Exodus 18",760,27
2028,"Old Testament","Exodus 19",702,25
2053,"Old Testament","Exodus 20",561,26
2079,"Old Testament","Exodus 21",893,36
2115,"Old Testament","Exodus 22",790,31
2146,"Old Testament","Exodus 23",828,33
2179,"Old Testament","Exodus 24",492,18
2197,"Old Testament","Exodus 25",926,40
2237,"Old Testament","Exodus 26",937,37
2274,"Old Testament","Exodus 27",558,21
2295,"Old Testament","Exodus 28",1235,43
2338,"Old Testament","Exodus 29",1341,46
2384,"Old Testament","Exodus 30",970,38
2422,"Old Testament","Exodus 31",438,18
2440,"Old Testament","Exodus 32",1093,35
2475,"Old Testament","Exodus 33",710,23
2498,"Old Testament","Exodus 34",1004,35
2533,"Old Testament","Exodus 35",820,35
2568,"Old Testament","Exodus 36",892,38
2606,"Old Testament","Exodus 37",738,29
2635,"Old Testament","Exodus 38",832,31
2666,"Old Testament","Exodus 39",1030,43
2709,"Old Testament","Exodus 40",821,38
2747,"Old Testament","Leviticus 1",525,17
2764,"Old Testament","Leviticus 2",486,16
2780,"Old Testament","Leviticus 3",511,17
2797,"Old Testament","Leviticus 4",1157,35
2832,"Old Testament","Leviticus 5",723,19
2851,"Old Testament","Leviticus 6",892,30
2881,"Old Testament","Leviticus 7",1056,38
2919,"Old Testament","Leviticus 8",988,36
2955,"Old Testament","Leviticus 9",624,24
2979,"Old Testament","Leviticus 10",628,20
2999,"Old Testament","Leviticus 11",1115,47
3046,"Old Testament","Leviticus 12",262,8
3054,"Old Testament","Leviticus 13",1857,59
3113,"Old Testament","Leviticus 14",1713,57
3170,"Old Testament","Leviticus 15",919,33
3203,"Old Testament","Leviticus 16",1157,34
3237,"Old Testament","Leviticus 17",553,16
3253,"Old Testament","Leviticus 18",667,30
3283,"Old Testament","Leviticus 19",898,37
3320,"Old Testament","Leviticus 20",836,27
3347,"Old Testament","Leviticus 21",587,24
3371,"Old Testament","Leviticus 22",879,33
3404,"Old Testament","Leviticus 23",1222,44
3448,"Old Testament","Leviticus 24",551,23
3471,"Old Testament","Leviticus 25",1532,55
3526,"Old Testament","Leviticus 26",1247,46
3572,"Old Testament","Leviticus 27",956,34
3606,"Old Testament","Numbers 1",1333,54
3660,"Old Testament","Numbers 2",828,34
3694,"Old Testament","Numbers 3",1291,51
3745,"Old Testament","Numbers 4",1416,49
3794,"Old Testament","Numbers 5",898,31
3825,"Old Testament","Numbers 6",742,27
3852,"Old Testament","Numbers 7",1939,89
3941,"Old Testament","Numbers 8",687,26
3967,"Old Testament","Numbers 9",722,23
3990,"Old Testament","Numbers 10",891,36
4026,"Old Testament","Numbers 11",1056,35
4061,"Old Testament","Numbers 12",384,16
4077,"Old Testament","Numbers 13",741,33
4110,"Old Testament","Numbers 14",1181,45
4155,"Old Testament","Numbers 15",1068,41
4196,"Old Testament","Numbers 16",1341,50
4246,"Old Testament","Numbers 17",335,13
4259,"Old Testament","Numbers 18",1112,32
4291,"Old Testament","Numbers 19",683,22
4313,"Old Testament","Numbers 20",792,29
4342,"Old Testament","Numbers 21",931,35
4377,"Old Testament","Numbers 22",1201,41
4418,"Old Testament","Numbers 23",743,30
4448,"Old Testament","Numbers 24",659,25
4473,"Old Testament","Numbers 25",445,18
4491,"Old Testament","Numbers 26",1446,65
4556,"Old Testament","Numbers 27",610,23
4579,"Old Testament","Numbers 28",779,31
4610,"Old Testament","Numbers 29",954,40
4650,"Old Testament","Numbers 30",503,16
4666,"Old Testament","Numbers 31",1208,54
4720,"Old Testament","Numbers 32",1009,42
4762,"Old Testament","Numbers 33",928,56
4818,"Old Testament","Numbers 34",630,29
4847,"Old Testament","Numbers 35",965,34
4881,"Old Testament","Numbers 36",445,13
4894,"Old Testament","Deuteronomy 1",1262,46
4940,"Old Testament","Deuteronomy 2",1021,37
4977,"Old Testament","Deuteronomy 3",815,29
5006,"Old Testament","Deuteronomy 4",1503,49
5055,"Old Testament","Deuteronomy 5",921,33
5088,"Old Testament","Deuteronomy 6",643,25
5113,"Old Testament","Deuteronomy 7",843,26
5139,"Old Testament","Deuteronomy 8",566,20
5159,"Old Testament","Deuteronomy 9",963,29
5188,"Old Testament","Deuteronomy 10",604,22
5210,"Old Testament","Deuteronomy 11",950,32
5242,"Old Testament","Deuteronomy 12",1055,32
5274,"Old Testament","Deuteronomy 13",627,18
5292,"Old Testament","Deuteronomy 14",708,29
5321,"Old Testament","Deuteronomy 15",707,23
5344,"Old Testament","Deuteronomy 16",710,22
5366,"Old Testament","Deuteronomy 17",707,20
5386,"Old Testament","Deuteronomy 18",611,22
5408,"Old Testament","Deuteronomy 19",608,21
5429,"Old Testament","Deuteronomy 20",646,20
5449,"Old Testament","Deuteronomy 21",731,23
5472,"Old Testament","Deuteronomy 22",894,30
5502,"Old Testament","Deuteronomy 23",685,25
5527,"Old Testament","Deuteronomy 24",681,22
5549,"Old Testament","Deuteronomy 25",562,19
5568,"Old Testament","Deuteronomy 26",667,19
5587,"Old Testament","Deuteronomy 27",599,26
5613,"Old Testament","Deuteronomy 28",2075,68
5681,"Old Testament","Deuteronomy 29",851,29
5710,"Old Testament","Deuteronomy 30",665,20
5730,"Old Testament","Deuteronomy 31",1041,30
5760,"Old Testament","Deuteronomy 32",1306,52
5812,"Old Testament","Deuteronomy 33",805,29
5841,"Old Testament","Deuteronomy 34",320,12
5853,"Old Testament","Joshua 1",573,18
5871,"Old Testament","Joshua 2",768,24
5895,"Old Testament","Joshua 3",566,17
5912,"Old Testament","Joshua 4",707,24
5936,"Old Testament","Joshua 5",550,15
5951,"Old Testament","Joshua 6",904,27
5978,"Old Testament","Joshua 7",927,26
6004,"Old Testament","Joshua 8",1222,35
6039,"Old Testament","Joshua 9",800,27
6066,"Old Testament","Joshua 10",1393,43
6109,"Old Testament","Joshua 11",717,23
6132,"Old Testament","Joshua 12",486,24
6156,"Old Testament","Joshua 13",825,33
6189,"Old Testament","Joshua 14",485,15
6204,"Old Testament","Joshua 15",1032,63
6267,"Old Testament","Joshua 16",253,10
6277,"Old Testament","Joshua 17",660,18
6295,"Old Testament","Joshua 18",770,28
6323,"Old Testament","Joshua 19",944,51
6374,"Old Testament","Joshua 20",308,9
6383,"Old Testament","Joshua 21",1026,45
6428,"Old Testament","Joshua 22",1321,34
6462,"Old Testament","Joshua 23",574,16
6478,"Old Testament","Joshua 24",1044,33
6511,"Old Testament","Judges 1",962,36
6547,"Old Testament","Judges 2",692,23
6570,"Old Testament","Judges 3",842,31
6601,"Old Testament","Judges 4",761,24
6625,"Old Testament","Judges 5",755,31
6656,"Old Testament","Judges 6",1295,40
6696,"Old Testament","Judges 7",952,25
6721,"Old Testament","Judges 8",987,35
6756,"Old Testament","Judges 9",1667,57
6813,"Old Testament","Judges 10",473,18
6831,"Old Testament","Judges 11",1235,40
6871,"Old Testament","Judges 12",399,15
6886,"Old Testament","Judges 13",765,25
6911,"Old Testament","Judges 14",706,20
6931,"Old Testament","Judges 15",648,20
6951,"Old Testament","Judges 16",1110,31
6982,"Old Testament","Judges 17",385,13
6995,"Old Testament","Judges 18",1035,31
7026,"Old Testament","Judges 19",1102,30
7056,"Old Testament","Judges 20",1455,48
7104,"Old Testament","Judges 21",740,25
7129,"Old Testament","Ruth 1",649,22
7151,"Old Testament","Ruth 2",763,23
7174,"Old Testament","Ruth 3",541,18
7192,"Old Testament","Ruth 4",621,22
7214,"Old Testament","1 Samuel 1",782,28
7242,"Old Testament","1 Samuel 2",1104,36
7278,"Old Testament","1 Samuel 3",549,21
7299,"Old Testament","1 Samuel 4",733,22
7321,"Old Testament","1 Samuel 5",439,12
7333,"Old Testament","1 Samuel 6",752,21
7354,"Old Testament","1 Samuel 7",510,17
7371,"Old Testament","1 Samuel 8",541,22
7393,"Old Testament","1 Samuel 9",990,27
7420,"Old Testament","1 Samuel 10",863,27
7447,"Old Testament","1 Samuel 11",503,15
7462,"Old Testament","1 Samuel 12",771,25
7487,"Old Testament","1 Samuel 13",697,23
7510,"Old Testament","1 Samuel 14",1606,52
7562,"Old Testament","1 Samuel 15",981,35
7597,"Old Testament","1 Samuel 16",680,23
7620,"Old Testament","1 Samuel 17",1719,58
7678,"Old Testament","1 Samuel 18",845,30
7708,"Old Testament","1 Samuel 19",696,24
7732,"Old Testament","1 Samuel 20",1289,42
7774,"Old Testament","1 Samuel 21",499,15
7789,"Old Testament","1 Samuel 22",761,23
7812,"Old Testament","1 Samuel 23",831,29
7841,"Old Testament","1 Samuel 24",661,22
7863,"Old Testament","1 Samuel 25",1452,44
7907,"Old Testament","1 Samuel 26",849,25
7932,"Old Testament","1 Samuel 27",385,12
7944,"Old Testament","1 Samuel 28",835,25
7969,"Old Testament","1 Samuel 29",421,11
7980,"Old Testament","1 Samuel 30",956,31
8011,"Old Testament","1 Samuel 31",348,13
8024,"Old Testament","2 Samuel 1",713,27
8051,"Old Testament","2 Samuel 2",911,32
8083,"Old Testament","2 Samuel 3",1143,39
8122,"Old Testament","2 Samuel 4",434,12
8134,"Old Testament","2 Samuel 5",624,25
8159,"Old Testament","2 Samuel 6",713,23
8182,"Old Testament","2 Samuel 7",858,29
8211,"Old Testament","2 Samuel 8",447,18
8229,"Old Testament","2 Samuel 9",408,13
8242,"Old Testament","2 Samuel 10",608,19
8261,"Old Testament","2 Samuel 11",814,27
8288,"Old Testament","2 Samuel 12",992,31
8319,"Old Testament","2 Samuel 13",1149,39
8358,"Old Testament","2 Samuel 14",1117,33
8391,"Old Testament","2 Samuel 15",1118,37
8428,"Old Testament","2 Samuel 16",738,23
8451,"Old Testament","2 Samuel 17",935,29
8480,"Old Testament","2 Samuel 18",1096,33
8513,"Old Testament","2 Samuel 19",1473,43
8556,"Old Testament","2 Samuel 20",848,26
8582,"Old Testament","2 Samuel 21",778,22
8604,"Old Testament","2 Samuel 22",951,51
8655,"Old Testament","2 Samuel 23",878,39
8694,"Old Testament","2 Samuel 24",855,25
8719,"Old Testament","1 Kings 1",1500,53
8772,"Old Testament","1 Kings 2",1510,46
8818,"Old Testament","1 Kings 3",850,28
8846,"Old Testament","1 Kings 4",706,34
8880,"Old Testament","1 Kings 5",527,18
8898,"Old Testament","1 Kings 6",1018,38
8936,"Old Testament","1 Kings 7",1482,51
8987,"Old Testament","1 Kings 8",2139,66
9053,"Old Testament","1 Kings 9",826,28
9081,"Old Testament","1 Kings 10",839,29
9110,"Old Testament","1 Kings 11",1253,43
9153,"Old Testament","1 Kings 12",1038,33
9186,"Old Testament","1 Kings 13",1138,34
9220,"Old Testament","1 Kings 14",987,31
9251,"Old Testament","1 Kings 15",951,34
9285,"Old Testament","1 Kings 16",1035,34
9319,"Old Testament","1 Kings 17",680,24
9343,"Old Testament","1 Kings 18",1397,46
9389,"Old Testament","1 Kings 19",732,21
9410,"Old Testament","1 Kings 20",1481,43
9453,"Old Testament","1 Kings 21",908,29
9482,"Old Testament","1 Kings 22",1517,53
9535,"Old Testament","2 Kings 1",669,18
9553,"Old Testament","2 Kings 2",848,25
9578,"Old Testament","2 Kings 3",848,27
9605,"Old Testament","2 Kings 4",1369,44
9649,"Old Testament","2 Kings 5",974,27
9676,"Old Testament","2 Kings 6",1019,33
9709,"Old Testament","2 Kings 7",824,20
9729,"Old Testament","2 Kings 8",953,29
9758,"Old Testament","2 Kings 9",1205,37
9795,"Old Testament","2 Kings 10",1203,36
9831,"Old Testament","2 Kings 11",738,21
9852,"Old Testament","2 Kings 12",688,21
9873,"Old Testament","2 Kings 13",775,25
9898,"Old Testament","2 Kings 14",881,29
9927,"Old Testament","2 Kings 15",1092,38
9965,"Old Testament","2 Kings 16",656,20
9985,"Old Testament","2 Kings 17",1245,41
10026,"Old Testament","2 Kings 18",1220,37
10063,"Old Testament","2 Kings 19",1147,37
10100,"Old Testament","2 Kings 20",660,21
10121,"Old Testament","2 Kings 21",747,26
10147,"Old Testament","2 Kings 22",712,20
10167,"Old Testament","2 Kings 23",1477,37
10204,"Old Testament","2 Kings 24",584,20
10224,"Old Testament","2 Kings 25",982,30
10254,"Old Testament","1 Chronicles 1",683,54
10308,"Old Testament","1 Chronicles 2",846,55
10363,"Old Testament","1 Chronicles 3",347,24
10387,"Old Testament","1 Chronicles 4",852,43
10430,"Old Testament","1 Chronicles 5",664,26
10456,"Old Testament","1 Chronicles 6",1341,81
10537,"Old Testament","1 Chronicles 7",831,40
10577,"Old Testament","1 Chronicles 8",491,40
10617,"Old Testament","1 Chronicles 9",960,44
10661,"Old Testament","1 Chronicles 10",364,14
10675,"Old Testament","1 Chronicles 11",944,47
10722,"Old Testament","1 Chronicles 12",987,40
10762,"Old Testament","1 Chronicles 13",386,14
10776,"Old Testament","1 Chronicles 14",357,17
10793,"Old Testament","1 Chronicles 15",714,29
10822,"Old Testament","1 Chronicles 16",850,43
10865,"Old Testament","1 Chronicles 17",779,27
10892,"Old Testament","1 Chronicles 18",399,17
10909,"Old Testament","1 Chronicles 19",630,19
10928,"Old Testament","1 Chronicles 20",289,8
10936,"Old Testament","1 Chronicles 21",914,30
10966,"Old Testament","1 Chronicles 22",605,19
10985,"Old Testament","1 Chronicles 23",681,32
11017,"Old Testament","1 Chronicles 24",541,31
11048,"Old Testament","1 Chronicles 25",543,31
11079,"Old Testament","1 Chronicles 26",710,32
11111,"Old Testament","1 Chronicles 27",805,34
11145,"Old Testament","1 Chronicles 28",864,21
11166,"Old Testament","1 Chronicles 29",988,30
11196,"Old Testament","2 Chronicles 1",530,17
11213,"Old Testament","2 Chronicles 2",645,18
11231,"Old Testament","2 Chronicles 3",481,17
11248,"Old Testament","2 Chronicles 4",595,22
11270,"Old Testament","2 Chronicles 5",497,14
11284,"Old Testament","2 Chronicles 6",1402,42
11326,"Old Testament","2 Chronicles 7",748,22
11348,"Old Testament","2 Chronicles 8",536,18
11366,"Old Testament","2 Chronicles 9",882,31
11397,"Old Testament","2 Chronicles 10",560,19
11416,"Old Testament","2 Chronicles 11",486,23
11439,"Old Testament","2 Chronicles 12",481,16
11455,"Old Testament","2 Chronicles 13",642,22
11477,"Old Testament","2 Chronicles 14",448,15
11492,"Old Testament","2 Chronicles 15",518,19
11511,"Old Testament","2 Chronicles 16",479,14
11525,"Old Testament","2 Chronicles 17",459,19
11544,"Old Testament","2 Chronicles 18",1050,34
11578,"Old Testament","2 Chronicles 19",352,11
11589,"Old Testament","2 Chronicles 20",1148,37
11626,"Old Testament","2 Chronicles 21",623,20
11646,"Old Testament","2 Chronicles 22",444,12
11658,"Old Testament","2 Chronicles 23",788,21
11679,"Old Testament","2 Chronicles 24",933,27
11706,"Old Testament","2 Chronicles 25",970,28
11734,"Old Testament","2 Chronicles 26",721,23
11757,"Old Testament","2 Chronicles 27",244,9
11766,"Old Testament","2 Chronicles 28",896,27
11793,"Old Testament","2 Chronicles 29",1157,36
11829,"Old Testament","2 Chronicles 30",869,27
11856,"Old Testament","2 Chronicles 31",757,21
11877,"Old Testament","2 Chronicles 32",1084,33
11910,"Old Testament","2 Chronicles 33",774,25
11935,"Old Testament","2 Chronicles 34",1216,33
11968,"Old Testament","2 Chronicles 35",900,27
11995,"Old Testament","2 Chronicles 36",741,23
12018,"Old Testament","Ezra 1",371,11
12029,"Old Testament","Ezra 2",998,70
12099,"Old Testament","Ezra 3",547,13
12112,"Old Testament","Ezra 4",769,24
12136,"Old Testament","Ezra 5",583,17
12153,"Old Testament","Ezra 6",778,22
12175,"Old Testament","Ezra 7",863,28
12203,"Old Testament","Ezra 8",990,36
12239,"Old Testament","Ezra 9",617,15
12254,"Old Testament","Ezra 10",924,44
12298,"Old Testament","Nehemiah 1",390,11
12309,"Old Testament","Nehemiah 2",718,20
12329,"Old Testament","Nehemiah 3",896,32
12361,"Old Testament","Nehemiah 4",716,23
12384,"Old Testament","Nehemiah 5",636,19
12403,"Old Testament","Nehemiah 6",602,19
12422,"Old Testament","Nehemiah 7",1176,73
12495,"Old Testament","Nehemiah 8",686,18
12513,"Old Testament","Nehemiah 9",1328,38
12551,"Old Testament","Nehemiah 10",652,39
12590,"Old Testament","Nehemiah 11",788,36
12626,"Old Testament","Nehemiah 12",930,47
12673,"Old Testament","Nehemiah 13",962,31
12704,"Old Testament","Esther 1",716,22
12726,"Old Testament","Esther 2",806,23
12749,"Old Testament","Esther 3",552,15
12764,"Old Testament","Esther 4",517,17
12781,"Old Testament","Esther 5",493,14
12795,"Old Testament","Esther 6",476,14
12809,"Old Testament","Esther 7",345,10
12819,"Old Testament","Esther 8",650,17
12836,"Old Testament","Esther 9",984,32
12868,"Old Testament","Esther 10",93,3
12871,"Old Testament","Job 1",641,22
12893,"Old Testament","Job 2",387,13
12906,"Old Testament","Job 3",434,26
12932,"Old Testament","Job 4",336,21
12953,"Old Testament","Job 5",446,27
12980,"Old Testament","Job 6",482,30
13010,"Old Testament","Job 7",394,21
13031,"Old Testament","Job 8",340,22
13053,"Old Testament","Job 9",544,35
13088,"Old Testament","Job 10",402,22
13110,"Old Testament","Job 11",337,20
13130,"Old Testament","Job 12",399,25
13155,"Old Testament","Job 13",413,28
13183,"Old Testament","Job 14",410,22
13205,"Old Testament","Job 15",549,35
13240,"Old Testament","Job 16",375,22
13262,"Old Testament","Job 17",262,16
13278,"Old Testament","Job 18",342,21
13299,"Old Testament","Job 19",475,29
13328,"Old Testament","Job 20",521,29
13357,"Old Testament","Job 21",522,34
13391,"Old Testament","Job 22",482,30
13421,"Old Testament","Job 23",280,17
13438,"Old Testament","Job 24",481,25
13463,"Old Testament","Job 25",90,6
13469,"Old Testament","Job 26",206,14
13483,"Old Testament","Job 27",373,23
13506,"Old Testament","Job 28",455,28
13534,"Old Testament","Job 29",404,25
13559,"Old Testament","Job 30",514,31
13590,"Old Testament","Job 31",691,40
13630,"Old Testament","Job 32",375,22
13652,"Old Testament","Job 33",525,33
13685,"Old Testament","Job 34",615,37
13722,"Old Testament","Job 35",254,16
13738,"Old Testament","Job 36",495,33
13771,"Old Testament","Job 37",402,24
13795,"Old Testament","Job 38",659,41
13836,"Old Testament","Job 39",477,30
13866,"Old Testament","Job 40",361,24
13890,"Old Testament","Job 41",507,34
13924,"Old Testament","Job 42",441,17
13941,"Old Testament","Psalms 1",130,6
13947,"Old Testament","Psalms 2",206,12
13959,"Old Testament","Psalms 3",139,8
13967,"Old Testament","Psalms 4",165,8
13975,"Old Testament","Psalms 5",245,12
13987,"Old Testament","Psalms 6",159,10
13997,"Old Testament","Psalms 7",327,17
14014,"Old Testament","Psalms 8",166,9
14023,"Old Testament","Psalms 9",367,20
14043,"Old Testament","Psalms 10",350,18
14061,"Old Testament","Psalms 11",128,7
14068,"Old Testament","Psalms 12",147,8
14076,"Old Testament","Psalms 13",107,6
14082,"Old Testament","Psalms 14",149,7
14089,"Old Testament","Psalms 15",99,5
14094,"Old Testament","Psalms 16",206,11
14105,"Old Testament","Psalms 17",311,15
14120,"Old Testament","Psalms 18",918,50
14170,"Old Testament","Psalms 19",272,14
14184,"Old Testament","Psalms 20",144,9
14193,"Old Testament","Psalms 21",246,13
14206,"Old Testament","Psalms 22",580,31
14237,"Old Testament","Psalms 23",118,6
14243,"Old Testament","Psalms 24",178,10
14253,"Old Testament","Psalms 25",342,22
14275,"Old Testament","Psalms 26",183,12
14287,"Old Testament","Psalms 27",340,14
14301,"Old Testament","Psalms 28",201,9
14310,"Old Testament","Psalms 29",179,11
14321,"Old Testament","Psalms 30",231,12
14333,"Old Testament","Psalms 31",498,24
14357,"Old Testament","Psalms 32",241,11
14368,"Old Testament","Psalms 33",350,22
14390,"Old Testament","Psalms 34",347,22
14412,"Old Testament","Psalms 35",564,28
14440,"Old Testament","Psalms 36",223,12
14452,"Old Testament","Psalms 37",702,40
14492,"Old Testament","Psalms 38",361,22
14514,"Old Testament","Psalms 39",270,13
14527,"Old Testament","Psalms 40",400,17
14544,"Old Testament","Psalms 41",239,13
14557,"Old Testament","Psalms 42",280,11
14568,"Old Testament","Psalms 43",130,5
14573,"Old Testament","Psalms 44",451,26
14599,"Old Testament","Psalms 45",327,17
14616,"Old Testament","Psalms 46",204,11
14627,"Old Testament","Psalms 47",143,9
14636,"Old Testament","Psalms 48",229,14
14650,"Old Testament","Psalms 49",337,20
14670,"Old Testament","Psalms 50",400,23
14693,"Old Testament","Psalms 51",322,19
14712,"Old Testament","Psalms 52",165,9
14721,"Old Testament","Psalms 53",152,6
14727,"Old Testament","Psalms 54",110,7
14734,"Old Testament","Psalms 55",435,23
14757,"Old Testament","Psalms 56",225,13
14770,"Old Testament","Psalms 57",230,11
14781,"Old Testament","Psalms 58",218,11
14792,"Old Testament","Psalms 59",339,17
14809,"Old Testament","Psalms 60",211,12
14821,"Old Testament","Psalms 61",133,8
14829,"Old Testament","Psalms 62",228,12
14841,"Old Testament","Psalms 63",194,11
14852,"Old Testament","Psalms 64",184,10
14862,"Old Testament","Psalms 65",267,13
14875,"Old Testament","Psalms 66",327,20
14895,"Old Testament","Psalms 67",111,7
14902,"Old Testament","Psalms 68",698,35
14937,"Old Testament","Psalms 69",669,36
14973,"Old Testament","Psalms 70",102,5
14978,"Old Testament","Psalms 71",471,24
15002,"Old Testament","Psalms 72",369,20
15022,"Old Testament","Psalms 73",423,28
15050,"Old Testament","Psalms 74",413,23
15073,"Old Testament","Psalms 75",189,10
15083,"Old Testament","Psalms 76",193,12
15095,"Old Testament","Psalms 77",330,20
15115,"Old Testament","Psalms 78",1225,72
15187,"Old Testament","Psalms 79",277,13
15200,"Old Testament","Psalms 80",334,19
15219,"Old Testament","Psalms 81",288,16
15235,"Old Testament","Psalms 82",116,8
15243,"Old Testament","Psalms 83",273,18
15261,"Old Testament","Psalms 84",226,12
15273,"Old Testament","Psalms 85",207,13
15286,"Old Testament","Psalms 86",312,17
15303,"Old Testament","Psalms 87",113,7
15310,"Old Testament","Psalms 88",296,18
15328,"Old Testament","Psalms 89",879,52
15380,"Old Testament","Psalms 90",320,17
15397,"Old Testament","Psalms 91",288,16
15413,"Old Testament","Psalms 92",258,15
15428,"Old Testament","Psalms 93",92,5
15433,"Old Testament","Psalms 94",356,23
15456,"Old Testament","Psalms 95",199,11
15467,"Old Testament","Psalms 96",226,13
15480,"Old Testament","Psalms 97",189,12
15492,"Old Testament","Psalms 98",170,9
15501,"Old Testament","Psalms 99",157,9
15510,"Old Testament","Psalms 100",86,5
15515,"Old Testament","Psalms 101",173,8
15523,"Old Testament","Psalms 102",455,28
15551,"Old Testament","Psalms 103",342,22
15573,"Old Testament","Psalms 104",598,35
15608,"Old Testament","Psalms 105",632,45
15653,"Old Testament","Psalms 106",762,48
15701,"Old Testament","Psalms 107",685,43
15744,"Old Testament","Psalms 108",206,13
15757,"Old Testament","Psalms 109",534,31
15788,"Old Testament","Psalms 110",142,7
15795,"Old Testament","Psalms 111",177,10
15805,"Old Testament","Psalms 112",172,10
15815,"Old Testament","Psalms 113",142,9
15824,"Old Testament","Psalms 114",106,8
15832,"Old Testament","Psalms 115",274,18
15850,"Old Testament","Psalms 116",287,19
15869,"Old Testament","Psalms 117",33,2
15871,"Old Testament","Psalms 118",465,29
15900,"Old Testament","Psalms 119",2423,176
16076,"Old Testament","Psalms 120",88,7
16083,"Old Testament","Psalms 121",110,8
16091,"Old Testament","Psalms 122",124,9
16100,"Old Testament","Psalms 123",94,4
16104,"Old Testament","Psalms 124",121,8
16112,"Old Testament","Psalms 125",108,5
16117,"Old Testament","Psalms 126",94,6
16123,"Old Testament","Psalms 127",110,5
16128,"Old Testament","Psalms 128",101,6
16134,"Old Testament","Psalms 129",119,8
16142,"Old Testament","Psalms 130",116,8
16150,"Old Testament","Psalms 131",60,3
